VisitorId,Time spent (minutes),Money spent (euros),Day
63,36,37,1
1200,57,44,1
1356,28,28,1
811,45,34,1
1423,21,44,1
605,110,50,1
941,115,22,1
418,79,21,1
627,25,43,1
1030,74,28,1
186,27,42,1
1303,85,29,1
1160,55,27,1
1403,34,23,1
757,87,48,1
1539,52,32,1
742,67,29,1
472,28,28,1
1463,114,49,1
995,76,20,1
1095,84,50,1
247,116,42,1
1136,47,20,1
278,113,43,1
759,24,50,1
482,59,47,1
723,115,50,1
1335,76,31,1
611,67,21,1
682,68,43,1
1018,89,24,1
1385,22,24,1
1448,21,32,1
1401,42,24,1
854,26,22,2
921,20,24,2
189,16,13,2
1380,59,22,2
1123,34,30,2
1230,20,24,2
431,40,13,2
763,60,11,2
642,45,21,2
498,11,27,2
964,51,19,2
1533,37,25,2
890,19,25,2
475,34,19,2
980,20,18,2
811,39,16,2
344,26,26,2
526,54,12,2
358,60,21,2
870,27,14,2
770,46,17,2
764,15,16,2
1071,17,25,2
259,16,29,2
1193,14,18,2
696,27,16,2
330,56,14,2
521,38,25,2
937,22,28,2
571,45,11,2
1199,47,17,2
57,11,27,2
109,56,13,2
595,15,19,2
845,22,27,2
520,38,13,2
657,42,18,2
1297,39,13,2
236,21,26,2
59,38,28,2
745,37,14,2
894,10,15,2
1261,32,14,2
1099,43,27,2
320,14,21,2
951,12,24,2
185,34,19,2
600,27,28,2
1226,42,20,2
1186,25,25,2
580,74,32,2
999,79,18,2
445,35,18,2
78,65,31,2
319,43,16,2
1208,19,17,2
101,33,17,2
432,84,33,2
82,33,19,2
668,75,29,2
240,45,17,2
621,39,18,2
199,27,16,2
883,84,22,2
1331,80,18,2
1503,62,23,2
1136,26,16,2
783,29,17,2
639,26,22,2
1086,57,40,2
76,78,36,2
829,34,27,2
99,35,38,2
62,24,32,2
1489,78,30,2
953,67,18,2
1493,20,16,2
930,41,18,2
1097,13,15,2
1505,35,38,2
818,30,31,2
544,74,16,2
1100,48,25,2
825,60,36,2
506,52,36,2
126,57,24,2
1088,75,40,2
1343,56,40,2
919,47,32,2
90,47,32,2
984,57,32,2
87,54,19,2
1311,76,26,2
861,49,24,2
1126,42,29,2
477,28,28,2
92,56,16,2
948,67,34,2
1414,54,22,2
1246,43,33,2
716,29,31,2
198,23,37,2
1316,83,21,2
83,11,30,2
1051,15,37,2
739,23,40,2
251,26,30,2
143,27,31,2
142,16,37,2
105,81,34,2
888,30,15,2
1287,60,39,2
207,89,17,2
1482,16,30,2
703,76,30,2
1301,20,17,2
177,12,37,2
1067,42,28,2
414,23,39,2
1215,77,28,2
1302,62,38,2
180,80,32,2
1121,56,21,2
899,31,34,2
966,28,19,2
630,18,27,2
328,20,28,2
1155,52,27,2
1043,80,22,2
1047,66,36,2
627,44,32,2
1184,47,38,2
423,90,22,2
1144,35,38,2
269,77,25,2
133,28,18,2
1178,80,23,2
1152,56,28,2
1402,19,20,2
1002,85,26,2
136,58,16,2
1518,20,18,2
1325,36,31,2
341,81,28,2
321,13,28,2
107,45,21,2
1387,57,30,2
1089,39,38,2
1008,33,34,2
1449,65,32,2
115,59,22,2
1118,16,23,2
219,41,33,2
77,26,37,2
443,12,17,2
1024,15,26,2
436,39,37,2
1143,45,32,2
1496,58,20,2
204,11,28,2
480,30,36,2
1467,26,18,2
1393,41,30,2
502,38,39,2
1303,32,22,2
1362,45,24,2
247,50,32,2
751,26,23,2
230,32,32,2
252,33,40,2
631,12,28,2
622,32,37,2
881,59,33,2
785,24,27,2
1094,24,35,2
378,26,24,2
313,15,32,2
931,12,33,2
905,16,26,2
1389,17,38,2
1016,44,24,2
228,19,27,2
1507,49,32,2
1023,28,22,2
743,12,17,2
742,32,34,2
316,50,39,2
290,15,38,2
693,23,28,2
166,23,22,2
1187,46,32,2
853,23,29,2
318,18,18,2
226,40,27,2
1141,51,21,2
1033,42,17,2
908,56,37,2
909,37,33,2
1320,39,38,2
250,60,17,2
1293,31,25,2
1347,36,40,2
1288,109,30,2
464,24,35,2
1019,34,34,2
1448,97,22,2
406,41,22,2
1180,115,32,2
895,65,48,2
610,70,43,2
149,54,21,2
140,111,42,2
242,99,28,2
1424,55,30,2
1324,91,45,2
1519,42,49,2
1122,38,40,2
52,98,20,2
1062,93,22,2
1158,83,27,2
1083,108,38,2
969,84,47,2
1101,59,29,2
1256,108,36,2
517,52,25,2
620,116,22,2
674,28,41,2
509,97,21,2
123,41,31,2
993,90,47,2
760,108,35,2
348,118,23,2
345,112,21,2
1528,47,45,2
1492,94,50,2
81,105,37,2
93,24,31,2
471,40,43,2
842,104,50,2
904,29,42,2
1207,62,20,2
1173,89,24,2
125,95,47,2
841,66,42,2
465,33,31,2
1017,27,24,2
1346,49,34,2
416,66,41,2
393,64,50,2
234,52,36,2
408,66,20,2
1154,26,45,2
819,28,42,2
747,23,32,2
880,51,46,2
812,102,21,2
856,51,49,2
337,96,21,2
145,100,22,2
686,83,45,2
220,96,36,2
729,27,48,2
128,77,23,2
1382,116,34,2
960,118,36,2
448,115,35,2
117,31,25,2
611,28,40,2
1032,33,49,2
442,78,50,2
963,36,29,2
342,40,50,2
1323,33,20,2
616,110,40,2
1295,117,46,2
108,50,49,2
224,113,48,2
1422,86,39,2
182,72,42,2
1526,68,36,2
63,76,36,2
1470,69,40,2
478,117,46,2
122,112,39,2
159,101,25,2
613,103,41,2
181,66,23,2
925,94,30,2
363,36,49,2
1300,21,47,2
434,69,20,2
537,54,44,2
597,28,21,2
849,40,37,2
646,77,37,2
1131,97,25,2
164,36,29,2
419,59,33,2
848,39,33,2
1153,98,40,2
892,31,23,3
863,41,24,3
975,32,10,3
983,42,12,3
580,19,23,3
1135,10,23,3
1315,14,26,3
479,50,19,3
68,17,30,3
630,51,12,3
786,41,11,3
1265,40,18,3
375,38,21,3
1472,22,15,3
1218,39,18,3
1033,60,18,3
391,19,24,3
466,45,12,3
457,42,23,3
944,38,20,3
762,17,11,3
1448,28,15,3
1262,39,18,3
167,23,15,3
379,41,13,3
794,25,28,3
1051,14,24,3
1373,36,27,3
1182,52,20,3
1029,56,22,3
354,21,20,3
201,17,30,3
628,13,28,3
1307,30,30,3
962,34,22,3
921,35,12,3
1201,60,15,3
1190,40,29,3
652,38,24,3
465,34,27,3
1470,60,23,3
359,38,30,3
1396,29,24,3
926,14,29,3
1231,34,10,3
430,47,19,3
99,35,25,3
499,19,13,3
1444,50,20,3
520,55,13,3
1331,42,20,3
562,67,26,3
271,20,29,3
1310,84,31,3
1350,15,31,3
920,79,36,3
151,79,35,3
889,17,35,3
571,51,32,3
429,54,35,3
312,42,30,3
1170,35,27,3
265,21,32,3
198,78,39,3
1147,16,27,3
948,42,15,3
1445,70,38,3
810,44,25,3
928,81,32,3
804,71,22,3
1345,22,16,3
698,40,39,3
109,83,19,3
672,11,22,3
240,46,18,3
739,16,29,3
341,60,28,3
515,82,23,3
1305,67,40,3
96,20,15,3
720,81,25,3
1314,11,23,3
1399,42,17,3
937,32,34,3
1426,36,38,3
1049,77,36,3
1480,83,35,3
922,25,16,3
306,83,38,3
1375,44,30,3
1368,50,29,3
1087,15,31,3
1369,35,20,3
861,85,37,3
498,77,28,3
462,42,29,3
164,20,17,3
967,52,37,3
1105,87,32,3
763,12,40,3
157,38,40,3
83,14,23,3
636,67,33,3
1382,35,16,3
887,86,15,3
350,31,27,3
775,11,34,3
1367,26,29,3
1486,84,37,3
431,14,25,3
745,41,22,3
641,52,34,3
1155,41,24,3
1151,38,35,3
552,72,22,3
1039,17,29,3
557,62,26,3
1308,52,15,3
929,37,26,3
219,86,15,3
1293,40,22,3
530,44,33,3
1330,63,37,3
632,19,40,3
125,72,24,3
1313,11,18,3
355,34,29,3
1229,32,28,3
881,88,27,3
343,45,25,3
848,42,20,3
1072,21,20,3
688,89,25,3
623,30,35,3
365,30,22,3
435,82,25,3
1458,14,17,3
292,24,30,3
1117,78,30,3
814,13,37,3
689,84,29,3
1326,13,33,3
659,33,15,3
594,63,33,3
994,11,40,3
1272,38,17,3
912,78,16,3
1003,58,15,3
366,35,18,3
315,90,17,3
1128,45,34,3
1150,41,29,3
377,16,25,3
1237,53,20,3
1317,53,26,3
139,56,16,3
261,31,33,3
826,14,31,3
797,18,20,3
191,36,28,3
808,11,32,3
682,18,27,3
872,28,23,3
1359,27,32,3
443,23,15,3
478,51,40,3
442,12,40,3
613,32,22,3
93,19,38,3
701,54,36,3
1442,60,32,3
1209,35,18,3
633,52,27,3
732,36,15,3
381,15,40,3
69,19,29,3
1321,31,26,3
951,47,37,3
1196,10,31,3
791,12,34,3
1475,27,15,3
1115,52,33,3
727,59,17,3
501,21,28,3
799,58,33,3
894,11,18,3
1301,36,28,3
925,60,25,3
717,17,38,3
841,48,18,3
1112,38,15,3
413,21,19,3
845,28,18,3
1079,48,30,3
480,44,24,3
531,56,15,3
103,43,40,3
690,38,28,3
1161,52,27,3
774,28,17,3
1056,59,34,3
1377,41,35,3
777,85,30,3
398,72,26,3
340,111,49,3
205,56,34,3
820,120,38,3
226,47,24,3
853,99,24,3
1095,118,23,3
217,21,42,3
574,119,36,3
645,41,22,3
560,73,41,3
1405,99,39,3
263,35,47,3
409,51,37,3
404,33,20,3
170,37,39,3
203,57,40,3
1453,115,27,3
1328,113,31,3
453,58,25,3
91,36,48,3
1398,92,28,3
969,63,40,3
1100,84,43,3
169,108,26,3
233,104,24,3
1103,75,26,3
1409,54,28,3
1185,75,47,3
1447,54,40,3
145,93,50,3
395,53,21,3
903,112,33,3
1502,22,22,3
380,73,22,3
1273,65,38,3
331,107,48,3
897,78,22,3
514,103,40,3
218,61,45,3
1484,23,50,3
1508,91,29,3
323,28,33,3
1013,63,22,3
1338,47,33,3
255,68,23,3
349,75,38,3
428,38,44,3
95,44,49,3
1202,48,40,3
464,26,48,3
842,92,50,3
1207,104,42,3
147,20,35,3
666,98,50,3
1235,119,27,3
545,60,27,3
1198,51,34,3
1063,56,31,3
536,21,28,3
1197,41,42,3
1108,118,50,3
1220,86,29,3
529,48,26,3
155,83,41,3
817,78,50,3
1532,117,26,3
609,51,43,3
329,46,24,3
507,75,23,3
408,52,40,3
342,48,21,3
264,98,50,3
206,40,20,3
104,91,48,3
680,46,24,3
1027,56,32,3
1101,102,37,3
596,88,40,3
760,103,28,3
1351,83,23,3
1489,71,37,3
81,111,36,3
1251,68,22,3
1348,78,25,3
1152,110,46,3
627,47,38,3
878,54,28,3
966,54,37,3
691,33,26,3
1452,62,22,3
463,25,33,3
1304,106,23,3
251,69,24,3
1297,47,35,3
1371,30,30,3
1286,25,30,3
289,74,46,3
232,108,25,3
134,26,24,3
1333,115,46,3
322,120,42,3
1173,106,41,3
70,35,23,3
1497,23,43,3
703,119,31,3
589,117,41,3
42,53,37,3
546,91,37,3
919,60,38,3
1276,102,37,3
1106,72,29,3
1436,69,37,3
1362,81,37,3
180,45,28,3
1358,61,38,3
1057,22,48,3
1342,90,39,3
523,29,47,3
946,95,38,3
52,29,31,3
1353,22,20,3
301,94,25,3
564,79,45,3
1123,73,60,3
516,73,34,3
1391,67,41,3
1535,92,37,3
1149,99,120,3
1323,109,43,3
236,40,34,3
1259,66,25,3
378,86,39,3
436,48,46,3
446,82,44,3
714,49,34,3
142,55,39,3
186,21,29,3
243,25,25,3
521,46,22,3
223,120,35,3
434,100,23,3
1176,62,32,3
215,62,23,3
1136,20,23,3
146,35,46,3
1464,31,29,3
895,41,33,3
802,105,23,3
868,71,42,3
1316,31,25,3
1121,73,23,3
1214,96,40,3
1335,83,29,3
1162,101,47,3
664,47,49,3
1392,54,21,3
1343,83,49,3
1242,82,50,3
64,63,29,3
1127,65,41,3
1016,34,21,3
535,57,47,3
356,49,37,3
1284,91,48,3
907,81,22,3
822,44,49,3
1244,32,49,3
1425,89,48,3
248,95,34,3
184,51,29,3
1482,59,24,3
668,67,24,3
617,39,25,3
493,76,49,3
1257,36,25,3
1254,27,25,3
740,80,25,3
796,29,41,3
567,20,27,3
136,84,29,3
1320,85,37,3
549,38,21,3
287,60,49,3
776,62,43,3
47,24,21,3
988,100,28,3
424,114,27,3
420,42,33,3
1133,113,23,3
73,84,50,3
801,64,23,3
300,114,41,3
1440,48,41,3
657,50,24,3
1504,63,60,3
50,73,34,3
697,28,27,4
554,54,24,4
1056,14,19,4
1005,31,10,4
492,51,22,4
1344,44,14,4
141,27,21,4
70,19,28,4
1126,58,13,4
1404,56,16,4
907,19,10,4
1376,43,29,4
1349,39,18,4
286,36,30,4
407,51,19,4
1385,41,19,4
1150,17,27,4
125,37,26,4
419,47,25,4
674,48,17,4
716,46,15,4
129,31,19,4
74,50,30,4
1417,10,28,4
1346,53,11,4
704,46,30,4
974,32,11,4
1219,42,13,4
578,15,22,4
122,36,25,4
403,51,16,4
623,30,23,4
1331,37,22,4
192,30,22,4
538,32,25,4
145,57,13,4
96,27,16,4
1221,23,18,4
745,34,21,4
1051,39,19,4
115,16,23,4
1195,50,18,4
1173,40,20,4
99,51,17,4
332,52,26,4
1301,56,12,4
795,59,27,4
866,59,24,4
1029,18,18,4
1081,32,24,4
720,68,17,4
1414,14,31,4
388,58,31,4
798,29,20,4
765,67,17,4
76,90,23,4
1233,85,25,4
971,15,15,4
940,59,20,4
1418,82,29,4
180,75,35,4
788,74,40,4
605,38,32,4
859,18,26,4
1410,50,38,4
52,68,19,4
285,59,26,4
470,60,25,4
193,13,19,4
1435,16,35,4
582,84,38,4
1004,33,30,4
1400,85,32,4
440,47,28,4
92,33,27,4
1217,12,26,4
462,62,36,4
739,31,19,4
1310,71,22,4
883,37,22,4
1474,14,34,4
568,86,16,4
302,46,25,4
865,31,24,4
1415,65,29,4
1290,75,27,4
1259,63,15,4
679,59,19,4
1210,41,19,4
507,48,23,4
499,50,36,4
437,61,22,4
1181,39,34,4
179,65,21,4
390,39,19,4
862,81,38,4
339,52,30,4
1468,43,23,4
1534,89,30,4
721,27,19,4
1264,90,29,4
1512,25,37,4
472,33,21,4
678,42,32,4
777,60,25,4
754,88,26,4
46,62,25,4
980,71,32,4
553,83,19,4
327,65,17,4
515,10,26,4
216,51,19,4
1403,17,36,4
272,86,20,4
1104,52,25,4
930,78,39,4
938,58,39,4
564,55,20,4
1338,19,39,4
957,25,39,4
1485,55,33,4
634,64,20,4
214,74,30,4
1073,40,37,4
1035,37,35,4
729,32,16,4
506,43,15,4
1041,58,33,4
323,58,27,4
779,43,17,4
127,49,29,4
333,12,26,4
709,11,19,4
1493,52,32,4
1046,34,20,4
768,39,21,4
1498,82,25,4
1238,10,23,4
558,17,17,4
1014,13,32,4
903,65,18,4
91,51,21,4
954,27,18,4
1043,19,32,4
570,85,37,4
803,28,29,4
469,89,36,4
1129,59,16,4
1015,29,27,4
1287,17,31,4
1330,19,21,4
291,43,19,4
659,17,17,4
924,41,24,4
421,54,16,4
130,40,26,4
178,28,28,4
1285,27,24,4
1279,59,24,4
1517,50,35,4
769,22,32,4
1003,23,16,4
1244,53,31,4
695,39,34,4
950,24,40,4
77,39,17,4
573,30,38,4
898,38,33,4
299,26,24,4
588,18,31,4
734,58,34,4
1114,20,27,4
60,31,35,4
228,14,22,4
1091,46,17,4
1322,25,37,4
1535,34,32,4
1381,57,15,4
1062,46,17,4
726,34,40,4
415,37,34,4
751,11,38,4
717,27,23,4
351,27,25,4
816,44,33,4
119,58,20,4
1105,49,24,4
1326,33,26,4
1432,24,38,4
814,16,31,4
766,51,20,4
243,36,29,4
497,40,27,4
50,39,18,4
962,26,33,4
369,33,33,4
1207,19,25,4
500,30,22,4
309,38,39,4
364,21,35,4
1139,109,41,4
557,79,29,4
114,80,32,4
640,99,20,4
683,50,29,4
661,116,20,4
313,34,41,4
1138,100,38,4
955,36,37,4
1515,28,25,4
107,37,33,4
551,72,25,4
450,55,31,4
1409,42,31,4
147,57,33,4
152,120,40,4
89,56,26,4
249,90,26,4
945,76,23,4
649,113,48,4
1467,100,38,4
757,91,49,4
338,78,26,4
188,61,27,4
741,89,50,4
1389,98,31,4
1358,54,35,4
294,70,44,4
491,59,41,4
682,118,33,4
732,67,27,4
653,90,41,4
1250,119,33,4
1171,86,31,4
914,109,31,4
667,95,21,4
964,118,31,4
1162,27,44,4
1198,21,30,4
1277,118,24,4
586,49,30,4
97,69,49,4
1286,59,75,4
1510,37,50,4
184,98,40,4
348,28,40,4
217,93,45,4
638,24,46,4
927,23,33,4
1334,36,32,4
59,100,44,4
1094,27,44,4
977,44,40,4
1304,59,28,4
857,68,25,4
967,23,37,4
408,27,34,4
1303,27,28,4
256,96,37,4
320,33,23,4
711,46,42,4
1048,79,38,4
1169,113,37,4
479,89,30,4
1188,68,37,4
1229,29,39,4
552,97,31,4
85,112,43,4
719,65,45,4
1157,66,20,4
1061,101,37,4
598,70,49,4
1213,105,34,4
1023,106,27,4
1066,31,27,4
1282,97,49,4
392,79,34,4
951,49,41,4
1294,110,31,4
1341,40,21,4
1342,64,45,4
54,27,31,4
53,53,21,4
478,85,35,4
1028,77,33,4
1060,58,32,4
1350,68,32,4
713,70,44,4
1132,82,37,4
189,93,25,4
1042,34,22,4
787,20,44,4
1380,63,44,4
185,94,20,4
694,56,50,4
194,25,43,4
767,31,34,4
800,48,42,4
195,43,25,4
550,86,40,4
374,43,48,4
970,24,48,4
250,22,45,4
1359,113,46,4
539,56,45,4
51,32,27,4
781,54,50,4
1361,44,47,4
725,117,23,4
1336,82,48,4
1078,45,22,4
1186,38,49,4
665,95,21,4
116,26,30,4
885,50,38,4
1190,108,21,4
843,91,34,4
911,100,37,4
245,71,35,4
1497,53,43,4
218,77,25,4
514,74,49,4
852,51,37,4
81,109,31,4
631,84,46,4
1507,23,39,4
872,100,44,4
529,85,49,4
67,35,37,4
519,97,29,4
1495,64,38,4
305,102,33,4
1160,99,28,4
778,88,39,4
1390,88,33,4
826,92,22,4
549,34,25,4
280,30,32,4
429,118,47,4
79,39,41,4
670,71,45,4
1065,31,23,4
629,119,26,4
268,98,20,4
744,47,45,4
989,52,35,4
1101,66,50,4
1254,73,49,4
513,27,24,4
673,104,43,4
1509,29,31,4
468,71,32,4
600,113,22,4
349,76,47,4
837,46,45,4
1434,95,34,4
1010,107,20,4
1329,76,42,4
1267,111,33,4
1488,70,42,4
1143,45,29,4
1141,29,39,4
1269,28,32,4
1472,115,29,4
829,38,38,4
998,73,30,4
1363,118,35,4
425,68,23,4
1247,93,34,4
705,53,36,4
1297,103,45,4
1182,30,50,4
1224,62,27,4
863,72,23,4
1328,56,29,4
569,30,29,4
672,75,49,4
1476,71,45,4
410,86,20,4
604,46,42,4
255,56,23,4
411,47,23,4
275,29,37,4
1033,106,29,4
1242,116,31,4
151,27,49,4
1420,38,32,4
611,39,44,4
1475,89,23,4
1185,55,49,4
585,62,48,4
1524,41,22,4
830,80,33,4
1199,105,26,4
609,31,42,4
1227,88,35,4
1127,20,26,4
530,82,21,4
896,43,37,4
625,59,26,4
772,40,10,5
1264,30,16,5
101,28,21,5
240,43,18,5
987,50,19,5
72,26,30,5
787,12,12,5
178,49,17,5
837,27,29,5
376,57,12,5
945,39,22,5
1132,28,17,5
801,27,26,5
238,21,12,5
737,46,29,5
687,55,25,5
1446,12,14,5
153,35,10,5
169,15,27,5
1360,60,10,5
1512,52,13,5
1258,54,27,5
550,33,23,5
152,22,15,5
387,40,27,5
1205,30,27,5
758,42,25,5
379,59,14,5
599,28,21,5
386,21,24,5
241,46,30,5
606,40,26,5
1103,29,20,5
1326,19,18,5
87,10,13,5
999,27,28,5
1068,56,26,5
1440,36,15,5
631,55,25,5
1063,32,16,5
1520,14,13,5
820,56,16,5
1246,54,18,5
1110,41,24,5
1265,32,16,5
1489,15,26,5
1361,52,20,5
124,45,24,5
168,52,22,5
616,21,22,5
136,17,36,5
662,86,21,5
56,75,17,5
269,20,27,5
571,84,39,5
1010,44,34,5
559,18,30,5
572,58,30,5
705,35,29,5
698,32,24,5
522,28,31,5
503,50,33,5
1322,77,32,5
247,76,22,5
1074,65,37,5
1369,20,22,5
467,30,20,5
121,15,16,5
888,79,24,5
569,35,18,5
1496,15,40,5
174,80,34,5
476,80,22,5
833,43,27,5
1181,41,16,5
621,62,15,5
871,30,31,5
1442,49,16,5
539,90,21,5
708,26,40,5
242,49,28,5
418,17,15,5
451,57,35,5
299,61,34,5
1419,20,28,5
1443,11,35,5
326,69,22,5
911,23,15,5
1400,53,40,5
808,12,25,5
200,48,38,5
1514,57,27,5
294,57,17,5
1056,57,21,5
960,32,32,5
1237,11,27,5
520,44,34,5
725,45,39,5
680,67,19,5
523,17,18,5
63,74,25,5
307,14,36,5
1242,76,32,5
41,13,24,5
441,28,28,5
761,21,15,5
1019,52,37,5
831,69,38,5
674,55,17,5
65,32,40,5
552,74,40,5
1349,68,39,5
805,34,27,5
920,15,19,5
1016,11,16,5
50,87,25,5
88,57,32,5
1071,19,22,5
1376,52,32,5
932,34,35,5
1379,34,39,5
160,46,27,5
608,30,21,5
1000,45,24,5
1240,26,28,5
1207,69,30,5
1182,24,23,5
1387,53,29,5
258,45,23,5
812,45,26,5
1088,17,18,5
701,62,23,5
1293,68,20,5
676,55,40,5
554,61,22,5
114,25,23,5
246,42,20,5
315,13,30,5
1149,29,31,5
81,71,36,5
1102,88,16,5
754,27,15,5
917,36,28,5
408,11,27,5
1201,36,40,5
1506,62,28,5
839,88,35,5
144,88,18,5
1045,58,35,5
580,70,26,5
342,15,29,5
1294,49,34,5
1194,54,30,5
205,35,32,5
748,39,17,5
1263,56,20,5
962,10,23,5
1328,40,17,5
751,11,20,5
298,48,22,5
1123,17,34,5
1124,57,36,5
1363,35,38,5
797,53,40,5
309,19,30,5
1031,22,32,5
165,16,23,5
547,10,27,5
642,10,31,5
1367,22,16,5
275,35,19,5
1335,44,21,5
1536,48,18,5
1013,39,22,5
977,60,38,5
1044,13,39,5
324,14,38,5
1261,27,39,5
1534,42,21,5
1297,55,15,5
1228,13,37,5
1491,26,18,5
980,31,38,5
733,53,37,5
1007,38,28,5
1448,51,32,5
638,40,27,5
1337,24,40,5
1168,13,19,5
190,12,33,5
1177,46,33,5
598,59,40,5
231,34,34,5
778,53,19,5
963,55,19,5
1211,54,36,5
684,19,17,5
1383,40,28,5
900,16,31,5
942,60,27,5
575,29,31,5
655,44,43,5
78,110,50,5
1104,45,24,5
561,95,42,5
466,31,38,5
532,93,49,5
721,23,36,5
875,89,37,5
1458,68,21,5
535,74,48,5
636,57,45,5
958,59,45,5
1087,103,33,5
770,96,21,5
1077,91,41,5
1080,86,48,5
1382,58,27,5
592,73,48,5
330,97,38,5
414,81,40,5
730,48,50,5
494,100,36,5
699,72,26,5
1305,120,38,5
1224,31,21,5
1417,24,48,5
961,46,38,5
1220,62,46,5
975,103,26,5
108,115,29,5
1058,42,36,5
1306,49,43,5
878,59,47,5
84,64,32,5
1464,117,28,5
1011,93,45,5
668,52,24,5
694,58,20,5
663,72,22,5
1469,24,37,5
519,35,46,5
842,58,24,5
779,28,37,5
799,109,46,5
524,85,45,5
185,34,28,5
1426,48,29,5
615,99,32,5
53,29,49,5
1257,70,38,5
320,90,21,5
780,70,26,5
167,43,49,5
489,26,39,5
1198,37,36,5
1431,55,30,5
1076,103,27,5
1046,63,23,5
1098,87,38,5
112,86,33,5
1418,96,20,5
1476,25,29,5
544,44,23,5
214,53,39,5
1288,76,25,5
635,93,43,5
